confirmedCount,country,createdAt,curedCount,deadCount,id,province,recordAt,sourceUrl,suspectedCount,updatedAt,virus
94,"中国",1581040483926,5,0,ck6biol060031ge7cvi4a4655,"辽宁省",1580999587364,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040492284,cnov
59,"中国",1581040492678,4,0,ck6biorra0045ge7cm5klw1jc,"吉林省",1580998736981,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040497599,cnov
90,"中国",1581040498101,12,0,ck6biovxx0054ge7crtgmz3uc,"山西省",1580997886127,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040503875,cnov
157,"中国",1581040504619,13,1,ck6bip0yz0066ge7czbai6ddi,"河北省",1580996853513,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040510090,cnov
173,"中国",1581040510881,9,0,ck6bip5sx0078ge7cfodqjy1y,"陕西省",1580996671164,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040516931,cnov
400,"中国",1581040517388,24,2,ck6bipato0091ge7cakvbkt5o,"重庆市",1580996366688,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040541848,cnov
591,"中国",1581040544002,34,0,ck6bipvcy0131ge7c80g4ob3a,"安徽省",1580995941659,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040552959,cnov
711,"中国",1581040553680,81,0,ck6biq2ts0148ge7cb8oti7ci,"湖南省",1580994727002,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040562102,cnov
970,"中国",1581040562663,69,0,ck6biq9rb0163ge7cnbk1o6et,"广东省",1580992840766,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040573889,cnov
19665,"中国",1581040574328,712,549,ck6biqirc0184ge7cut5poubp,"湖北省",1580992111381,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040585309,cnov
851,"中国",1581040586137,56,2,ck6biqrvd0202ge7c8sl74g3o,"河南省",1580987919210,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040597859,cnov
106,"中国",1581040599254,8,1,ck6bir1zq0222ge7ca976mqie,"海南省",1580987675927,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040608958,cnov
215,"中国",1581040611672,14,0,ck6birbko0239ge7cwqd1uha8,"福建省",1580986764587,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040618161,cnov
954,"中国",1581040620326,94,0,ck6biri920249ge7cfq6xa2uy,"浙江省",1580986095929,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040624597,cnov
71,"中国",1581040629372,6,1,ck6birp8c0261ge7cpj5bmys6,"贵州省",1580982324974,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040633691,cnov
133,"中国",1581040634465,7,0,ck6birt5t0271ge7c68xkaj3e,"云南省",1580981899019,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040642657,cnov
227,"中国",1581040647291,8,3,ck6bis3230289ge7cvw8e0nkm,"黑龙江省",1580976554631,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040651403,cnov
321,"中国",1581040652353,31,1,ck6bis6yp0302ge7c46u8v5bd,"四川省",1580976129772,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040664831,cnov
373,"中国",1581040665665,34,0,ck6bish8h0324ge7cun5opgln,"江苏省",1580975826376,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040673040,cnov
347,"中国",1581040674486,27,0,ck6biso1i0338ge7ctjbr3pod,"山东省",1580975157477,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040683031,cnov
36,"中国",1581040684565,0,0,ck6bisvth0354ge7cnp42zmno,"新疆维吾尔自治区",1580972606033,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040689282,cnov
257,"中国",1581040689624,25,1,ck6biszq00365ge7cq2g85m2m,"上海市",1580971573501,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040698905,cnov
78,"中国",1581040704618,2,1,ck6bitbai0386ge7cq9sd0f4z,"天津市",1580969690389,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040710283,cnov
274,"中国",1581040712971,31,1,ck6bithqj0402ge7c5dj7uwzq,"北京市",1580963857511,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040722687,cnov
168,"中国",1581040724997,14,0,ck6bitr0l0420ge7cy11ln7oh,"广西壮族自治区",1580962156025,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040733341,cnov
600,"中国",1581040740082,37,0,ck6biu2nm0436ge7c8fnze0m3,"江西省",1580955837060,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040743134,cnov
46,"中国",1581040744791,4,0,ck6biu6af0448ge7chd4jahdi,"内蒙古自治区",1580955594126,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040749629,cnov
18,"中国",1581040750301,3,0,ck6biuajh0460ge7c6s3wv9cx,"青海省",1580955169228,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040750783,cnov
40,"中国",1581040753694,1,0,ck6biud5q0463ge7c9e2nx47z,"宁夏回族自治区",1580953104043,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040757769,cnov
62,"中国",1581040767558,6,0,ck6biunuu0472ge7cv634lhp7,"甘肃省",1580919829257,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040770689,cnov
16678,"中国",1581040771215,536,479,ck6biuqof0484ge7cmnfi55ig,"湖北省",1580917949021,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040779529,cnov
89,"中国",1581040780004,4,0,ck6biuxgk0502ge7czow8y0v6,"辽宁省",1580916068650,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040790850,cnov
81,"中国",1581040791332,5,0,ck6biv6780516ge7ctb0fwi27,"山西省",1580916007958,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040796884,cnov
764,"中国",1581040797659,47,2,ck6bivb2z0528ge7cx4jnum0w,"河南省",1580915947238,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040807243,cnov
661,"中国",1581040807996,54,0,ck6bivj240547ge7cwprmm22z,"湖南省",1580915886467,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040817858,cnov
57,"中国",1581040818366,6,0,ck6bivr260562ge7cl96kc156,"甘肃省",1580915886467,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040826444,cnov
895,"中国",1581040827562,78,0,ck6bivy5m0574ge7c0zzyv9ow,"浙江省",1580915158079,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040833730,cnov
530,"中国",1581040836785,23,0,ck6biw59t0586ge7cat6kybph,"安徽省",1580909819867,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040842053,cnov
895,"中国",1581040842807,49,0,ck6biw9x30603ge7cafv5c3m7,"广东省",1580908727516,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040857535,cnov
341,"中国",1581040859811,23,0,ck6biwn1f0624ge7cq63bjmj5,"江苏省",1580906421131,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040866625,cnov
64,"中国",1581040867351,9,1,ck6biwsuu0638ge7cht14u4c8,"贵州省",1580905692435,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040872968,cnov
205,"中国",1581040873485,11,0,ck6biwxl90648ge7ce50k83z5,"福建省",1580905631899,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040877842,cnov
190,"中国",1581040878509,7,2,ck6bix1gt0658ge7cjgfk7dfz,"黑龙江省",1580904297566,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040886492,cnov
150,"中国",1581040886805,13,0,ck6bix7v90671ge7cdqcmco92,"广西壮族自治区",1580903690858,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040891458,cnov
135,"中国",1581040894573,6,1,ck6bixdv10684ge7c17k2ulp0,"河北省",1580901809842,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040900322,cnov
91,"中国",1581040901274,5,1,ck6bixj160696ge7c15lwvyed,"海南省",1580901142091,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040906740,cnov
54,"中国",1581040907663,2,0,ck6bixnyn0712ge7cf1fc82jn,"吉林省",1580900474712,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040911468,cnov
307,"中国",1581040913250,15,0,ck6bixs9u0721ge7cw6g7x47x,"山东省",1580897164241,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040920973,cnov
301,"中国",1581040922060,24,1,ck6bixz2k0737ge7c5s8ar7vv,"四川省",1580897103440,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040933285,cnov
376,"中国",1581040935708,15,2,ck6biy9lo0759ge7c14y9t96p,"重庆市",1580894099139,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040965075,cnov
42,"中国",1581040968959,3,0,ck6biyz9b0799ge7ch25btlj7,"内蒙古自治区",1580892239304,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040972685,cnov
165,"中国",1581040973053,6,0,ck6biz2f00811ge7c3iaa6rk4,"陕西省",1580892107876,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040981518,cnov
124,"中国",1581040984396,5,0,ck6bizb640824ge7cuwk6x4v2,"云南省",1580888290847,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581040994756,cnov
243,"中国",1581040996594,15,1,ck6bizkky0839ge7c9vw7qi6w,"上海市",1580883559984,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581041007487,cnov
253,"中国",1581041010021,24,1,ck6bizuxx0858ge7c40w0gtei,"北京市",1580881352850,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581041024100,cnov
69,"中国",1581041029196,2,1,ck6bj09qk0875ge7cfuy6koxk,"天津市",1580874049137,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581041042496,cnov
17,"中国",1581041045180,3,0,ck6bj0m2k0889ge7cwwm97yzs,"青海省",1580871861604,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581041047264,cnov
32,"中国",1581041053402,0,0,ck6bj0sey0893ge7cmrrhpdx2,"新疆维吾尔自治区",1580867924890,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581041064925,cnov
548,"中国",1581041068835,27,0,ck6bj14bn0903ge7cncds29od,"江西省",1580866213351,https://ncov.dxy.cn/ncovh5/view/pneumonia?scene=2&clicktime=1579580049&enterid=1579580049&from=groupmessage&isappinstalled=0&tdsourcetag=s_pcqq_aiomsg,0,1581041072232,cnov
1,"中国",1581088317165,0,0,ck6cb5td90024za7cup63o7bg,"西藏自治区",1580341773000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581298643833,cnov
10,"中国",1581088317489,1,0,ck6cb5tm90025za7cw2eeznaw,"澳门",1580998759000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581298643948,cnov
16,"中国",1581088318082,1,0,ck6cb5u2q0026za7c141njo5o,"台湾",1581001304000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581139078827,cnov
25,"中国",1581088319054,0,1,ck6cb5utq0027za7ctpn4iz1e,"香港",1581076123000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581119654700,cnov
39,"中国",1581088319328,0,0,ck6cb5v1c0028za7c1skztpj1,"新疆维吾尔自治区",1581039222000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581130878961,cnov
43,"中国",1581088319587,5,0,ck6cb5v8j0029za7c9vebcsqd,"宁夏回族自治区",1581073686000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124455764,cnov
50,"中国",1581088319823,5,0,ck6cb5vf30030za7c7ccvtaf9,"内蒙古自治区",1581073664000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581130880608,cnov
65,"中国",1581088320128,4,1,ck6cb5vnk0031za7ciz1njdu9,"吉林省",1581035709000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581120258753,cnov
67,"中国",1581088320425,9,0,ck6cb5vvt0032za7cqzldtxr2,"甘肃省",1581042261000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581120259055,cnov
81,"中国",1581088320721,6,1,ck6cb5w410033za7ce9zv68yh,"贵州省",1581073353000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124456540,cnov
81,"中国",1581088321308,2,1,ck6cb5wkc0034za7c44fes8sz,"天津市",1581053712000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581130882005,cnov
99,"中国",1581088321650,7,0,ck6cb5wtu0035za7cg9venxfq,"辽宁省",1581089014000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581144480859,cnov
117,"中国",1581088321881,10,2,ck6cb5x090036za7cs0vuaf2w,"海南省",1581078684000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124457057,cnov
136,"中国",1581088322082,13,0,ck6cb5x5u0037za7c1wuhy9id,"云南省",1581069722000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581110343365,cnov
172,"中国",1581088322281,17,0,ck6cb5xbd0038za7ckf8pwp9v,"广西壮族自治区",1581038569000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581120859022,cnov
172,"中国",1581088322485,22,1,ck6cb5xh10039za7cmi5hvs5d,"河北省",1581076765000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581120859170,cnov
184,"中国",1581088322677,17,0,ck6cb5xmd0040za7clo3vknox,"陕西省",1581063317000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124457514,cnov
224,"中国",1581088322908,20,0,ck6cb5xss0041za7cu8dgs1yj,"福建省",1581081270000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581130884086,cnov
277,"中国",1581088323197,30,1,ck6cb5y0t0042za7clkv62ejf,"上海市",1581055601000,https://ncov.dxy.cn/ncovh5/view/pneumonia,166,1581119666669,cnov
277,"中国",1581088323756,12,3,ck6cb5ygc0043za7cwn0xba7c,"黑龙江省",1581061085000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124457960,cnov
297,"中国",1581088323972,33,1,ck6cb5ymc0044za7ck3q2pa2t,"北京市",1581045556000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581130884580,cnov
344,"中国",1581088324216,42,1,ck6cb5yt40045za7cht323jmn,"四川省",1581063376000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124458391,cnov
386,"中国",1581088324415,37,0,ck6cb5yyn0046za7c6kqs93lk,"山东省",1581074684000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581122660942,cnov
408,"中国",1581088324701,43,0,ck6cb5z6l0047za7cmrgye62i,"江苏省",1581083698000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581123859028,cnov
415,"中国",1581088324950,31,2,ck6cb5zdi0048za7cywnptoit,"重庆市",1581076788000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581110345589,cnov
661,"中国",1581088325223,45,0,ck6cb5zl30049za7c6f6ew7we,"江西省",1581038200000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124459477,cnov
665,"中国",1581088325483,47,0,ck6cb5zsb0050za7c3wtybnti,"安徽省",1581052223000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581123260935,cnov
772,"中国",1581088326055,112,0,ck6cb60870051za7cv9card5t,"湖南省",1581074904000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124459845,cnov
914,"中国",1581088326290,86,3,ck6cb60eq0052za7c6udw1dh4,"河南省",1581083668000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124460025,cnov
1006,"中国",1581088326651,123,0,ck6cb60or0053za7cv4k5jjtp,"浙江省",1581074725000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124460207,cnov
1034,"中国",1581088327988,88,1,ck6cb61pw0054za7c2r3q7pqk,"广东省",1581070328000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581124460430,cnov
104,"中国",1581119663396,20,0,ck6ctto9w0000kb7ctjnt06yk,"山西省",1581145546000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581205071117,cnov
138,"中国",1581119663914,17,0,ck6cttooa0001kb7cx2x36jvx,"云南省",1581150779000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581206871421,cnov
428,"中国",1581119668317,39,2,ck6ctts2l0002kb7cvdycy1oh,"重庆市",1581159224000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581208073508,cnov
24953,"中国",1581119669969,1218,699,ck6ctttch0003kb7cmvq1bzli,"湖北省",1581170484000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581203276051,cnov
26,"中国",1581120257995,0,1,ck6cu6f2j0001q07c4poueyj7,"香港",1581119870000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581241075280,cnov
286,"中国",1581120262654,41,1,ck6cu6iny0002q07c16c2dzju,"上海市",1581143002000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581211073348,cnov
661,"中国",1581120264695,45,0,ck6cu6k8n0003q07cziyknbng,"���西省",1581038200000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581120264695,cnov
69,"中国",1581120857625,4,1,ck6cuj9qx0000so7cmqinocro,"吉林省",1581120473000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581208673340,cnov
79,"中国",1581120857754,12,1,ck6cuj9ui0001so7cv815h47z,"甘肃省",1581174666000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581228475774,cnov
183,"中国",1581121456618,17,0,ck6cuw3xm0000m07cribysv2v,"广西壮族自治区",1581121037000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581207473469,cnov
195,"中国",1581121456930,30,1,ck6cuw46a0001m07cgo95sme5,"河北省",1581161040000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581209273418,cnov
416,"中国",1581123259732,44,0,ck6cvyr5h0000o47c9mpktn4t,"山东省",1581161074000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581214074105,cnov
733,"中国",1581123859951,59,0,ck6cwbmcv0000s47cgfaqqocl,"安徽省",1581147325000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581210475562,cnov
439,"中国",1581124459275,51,0,ck6cwogsr00002y7c7t6lpxw8,"江苏省",1581156841000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581209874639,cnov
45,"中国",1581129945939,15,0,ck6czy2c300004f7cyb0r9re6,"宁夏回族自治区",1581152702000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581212872332,cnov
89,"中国",1581129946660,7,1,ck6czy2w400014f7cc09fzsts,"贵州省",1581144050000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581210472449,cnov
124,"中国",1581129947117,14,2,ck6czy38t00024f7c7s3sgpej,"海南省",1581157088000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581212274564,cnov
195,"中国",1581129947755,20,0,ck6czy3qj00034f7ci4phtscx,"陕西省",1581156418000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581214072705,cnov
295,"中国",1581129948223,13,5,ck6czy43j00044f7c9ni68qrk,"黑龙江省",1581134414000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581209274024,cnov
364,"中国",1581129948873,60,1,ck6czy4ll00054f7c9c1i686c,"四川省",1581174938000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581210474622,cnov
698,"中国",1581129949651,55,0,ck6czy57700064f7chcupck5b,"江西省",1581124746000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581210475382,cnov
803,"中国",1581129951277,156,1,ck6czy6gd00074f7cb6rwvqu8,"湖南省",1581166332000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581210475759,cnov
981,"中国",1581129952100,116,4,ck6czy73800084f7cjv5kv84u,"河南省",1581170663000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581209875917,cnov
1048,"中国",1581129952320,175,0,ck6czy79c00094f7c7b3yrivj,"浙江省",1581158554000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581211075659,cnov
1095,"中国",1581129952444,112,1,ck6czy7cs00104f7ck6p3sd23,"广东省",1581162363000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581212278865,cnov
42,"中国",1581137278625,0,0,ck6d4b89t0000gd7cx5urgevl,"新疆维吾尔自治区",1581131706000,https://ncov.dxy.cn/ncovh5/view/pneumonia,0,1581210471765,cnov
